ntype TotalCurrent(trans_5d1_hetero_des) X,ntype TotalCurrent(trans_5d1_hetero_des) Y
7.8182e-10,3.43046e-08
7.8192e-10,3.4271e-08
7.8202e-10,3.42373e-08
7.8212e-10,3.42037e-08
7.8222e-10,3.41701e-08
7.8232e-10,3.41366e-08
7.8242e-10,3.41031e-08
7.8252e-10,3.40697e-08
7.8262e-10,3.40362e-08
7.8272e-10,3.40029e-08
7.8282e-10,3.39695e-08
7.8292e-10,3.39362e-08
7.8302e-10,3.3903e-08
7.8312e-10,3.38698e-08
7.8322e-10,3.38366e-08
7.8332e-10,3.38034e-08
7.8342e-10,3.37703e-08
7.8352e-10,3.37373e-08
7.8362e-10,3.37042e-08
7.8372e-10,3.36713e-08
7.8382e-10,3.36383e-08
7.8392e-10,3.36054e-08
7.8402e-10,3.35725e-08
7.8412e-10,3.35397e-08
7.8422e-10,3.35069e-08
7.8432e-10,3.34741e-08
7.8442e-10,3.34414e-08
7.8452e-10,3.34087e-08
7.8462e-10,3.33761e-08
7.8472e-10,3.33435e-08
7.8482e-10,3.33109e-08
7.8492e-10,3.32784e-08
7.8502e-10,3.32459e-08
7.8512e-10,3.32134e-08
7.8522e-10,3.3181e-08
7.8532e-10,3.31486e-08
7.8542e-10,3.31163e-08
7.8552e-10,3.3084e-08
7.8562e-10,3.30517e-08
7.8572e-10,3.30195e-08
7.8582e-10,3.29873e-08
7.8592e-10,3.29551e-08
7.8602e-10,3.2923e-08
7.8612e-10,3.28909e-08
7.8622e-10,3.28589e-08
7.8632e-10,3.28269e-08
7.8642e-10,3.27949e-08
7.8652e-10,3.2763e-08
7.8662e-10,3.27311e-08
7.8672e-10,3.26992e-08
7.8682e-10,3.26674e-08
7.8692e-10,3.26356e-08
7.8702e-10,3.26039e-08
7.8712e-10,3.25722e-08
7.8722e-10,3.25405e-08
7.8732e-10,3.25089e-08
7.8742e-10,3.24773e-08
7.8752e-10,3.24457e-08
7.8762e-10,3.24142e-08
7.8772e-10,3.23827e-08
7.8782e-10,3.23513e-08
7.8792e-10,3.23198e-08
7.8802e-10,3.22885e-08
7.8812e-10,3.22571e-08
7.8822e-10,3.22258e-08
7.8832e-10,3.21945e-08
7.8842e-10,3.21633e-08
7.8852e-10,3.21321e-08
7.8862e-10,3.2101e-08
7.8872e-10,3.20698e-08
7.8882e-10,3.20387e-08
7.8892e-10,3.20077e-08
7.8902e-10,3.19767e-08
7.8912e-10,3.19457e-08
7.8922e-10,3.19148e-08
7.8932e-10,3.18838e-08
7.8942e-10,3.1853e-08
7.8952e-10,3.18221e-08
7.8962e-10,3.17913e-08
7.8972e-10,3.17606e-08
7.8982e-10,3.17299e-08
7.8992e-10,3.16992e-08
7.9002e-10,3.16685e-08
7.9012e-10,3.16379e-08
7.9022e-10,3.16073e-08
7.9032e-10,3.15768e-08
7.9042e-10,3.15462e-08
7.9052e-10,3.15158e-08
7.9062e-10,3.14853e-08
7.9072e-10,3.14549e-08
7.9082e-10,3.14245e-08
7.9092e-10,3.13942e-08
7.9102e-10,3.13639e-08
7.9112e-10,3.13336e-08
7.9122e-10,3.13034e-08
7.9132e-10,3.12732e-08
7.9142e-10,3.12431e-08
7.9152e-10,3.12129e-08
7.9162e-10,3.11828e-08
7.9172e-10,3.11528e-08
7.9182e-10,3.11228e-08
7.9192e-10,3.10928e-08
7.9202e-10,3.10628e-08
7.9212e-10,3.10329e-08
7.9222e-10,3.1003e-08
7.9232e-10,3.09732e-08
7.9242e-10,3.09434e-08
7.9252e-10,3.09136e-08
7.9262e-10,3.08839e-08
7.9272e-10,3.08542e-08
7.9282e-10,3.08245e-08
7.9292e-10,3.07949e-08
7.9302e-10,3.07653e-08
7.9312e-10,3.07357e-08
7.9322e-10,3.07062e-08
7.9332e-10,3.06767e-08
7.9342e-10,3.06472e-08
7.9352e-10,3.06178e-08
7.9362e-10,3.05884e-08
7.9372e-10,3.0559e-08
7.9382e-10,3.05297e-08
7.9392e-10,3.05004e-08
7.9402e-10,3.04711e-08
7.9412e-10,3.04419e-08
7.9422e-10,3.04127e-08
7.9432e-10,3.03835e-08
7.9442e-10,3.03544e-08
7.9452e-10,3.03253e-08
7.9462e-10,3.02963e-08
7.9472e-10,3.02673e-08
7.9482e-10,3.02383e-08
7.9492e-10,3.02093e-08
7.9502e-10,3.01804e-08
7.9512e-10,3.01515e-08
7.9522e-10,3.01227e-08
7.9532e-10,3.00938e-08
7.9542e-10,3.00651e-08
7.9552e-10,3.00363e-08
7.9562e-10,3.00076e-08
7.9572e-10,2.99789e-08
7.9582e-10,2.99502e-08
7.9592e-10,2.99216e-08
7.9602e-10,2.9893e-08
7.9612e-10,2.98645e-08
7.9622e-10,2.9836e-08
7.9632e-10,2.98075e-08
7.9642e-10,2.9779e-08
7.9652e-10,2.97506e-08
7.9662e-10,2.97222e-08
7.9672e-10,2.96939e-08
7.9682e-10,2.96656e-08
7.9692e-10,2.96373e-08
7.9702e-10,2.9609e-08
7.9712e-10,2.95808e-08
7.9722e-10,2.95526e-08
7.9732e-10,2.95245e-08
7.9742e-10,2.94963e-08
7.9752e-10,2.94683e-08
7.9762e-10,2.94402e-08
7.9772e-10,2.94122e-08
7.9782e-10,2.93842e-08
7.9792e-10,2.93562e-08
7.9802e-10,2.93283e-08
7.9812e-10,2.93004e-08
7.9822e-10,2.92726e-08
7.9832e-10,2.92447e-08
7.9842e-10,2.92169e-08
7.9852e-10,2.91892e-08
7.9862e-10,2.91614e-08
7.9872e-10,2.91337e-08
7.9882e-10,2.91061e-08
7.9892e-10,2.90784e-08
7.9902e-10,2.90508e-08
7.9912e-10,2.90233e-08
7.9922e-10,2.89957e-08
7.9932e-10,2.89682e-08
7.9942e-10,2.89408e-08
7.9952e-10,2.89133e-08
7.9962e-10,2.88859e-08
7.9972e-10,2.88585e-08
7.9982e-10,2.88312e-08
7.9992e-10,2.88039e-08
8.0002e-10,2.87766e-08
8.0012e-10,2.87494e-08
8.0022e-10,2.87221e-08
8.0032e-10,2.8695e-08
8.0042e-10,2.86678e-08
8.0052e-10,2.86407e-08
8.0062e-10,2.86136e-08
8.0072e-10,2.85865e-08
8.0082e-10,2.85595e-08
8.0092e-10,2.85325e-08
8.0102e-10,2.85055e-08
8.0112e-10,2.84786e-08
8.0122e-10,2.84517e-08
8.0132e-10,2.84248e-08
8.0142e-10,2.8398e-08
8.0152e-10,2.83712e-08
8.0162e-10,2.83444e-08
8.0172e-10,2.83177e-08
8.0182e-10,2.8291e-08
8.0192e-10,2.82643e-08
8.0202e-10,2.82376e-08
8.0212e-10,2.8211e-08
8.0222e-10,2.81844e-08
8.0232e-10,2.81579e-08
8.0242e-10,2.81314e-08
8.0252e-10,2.81049e-08
8.0262e-10,2.80784e-08
8.0272e-10,2.8052e-08
8.0282e-10,2.80256e-08
8.0292e-10,2.79992e-08
8.0302e-10,2.79728e-08
8.0312e-10,2.79465e-08
8.0322e-10,2.79203e-08
8.0332e-10,2.7894e-08
8.0342e-10,2.78678e-08
8.0352e-10,2.78416e-08
8.0362e-10,2.78154e-08
8.0372e-10,2.77893e-08
8.0382e-10,2.77632e-08
8.0392e-10,2.77372e-08
8.0402e-10,2.77111e-08
8.0412e-10,2.76851e-08
8.0422e-10,2.76592e-08
8.0432e-10,2.76332e-08
8.0442e-10,2.76073e-08
8.0452e-10,2.75814e-08
8.0462e-10,2.75556e-08
8.0472e-10,2.75297e-08
8.0482e-10,2.75039e-08
8.0492e-10,2.74782e-08
8.0502e-10,2.74525e-08
8.0512e-10,2.74268e-08
8.0522e-10,2.74011e-08
8.0532e-10,2.73754e-08
8.0542e-10,2.73498e-08
8.0552e-10,2.73242e-08
8.0562e-10,2.72987e-08
8.0572e-10,2.72732e-08
8.0582e-10,2.72477e-08
8.0592e-10,2.72222e-08
8.0602e-10,2.71968e-08
8.0612e-10,2.71714e-08
8.0622e-10,2.7146e-08
8.0632e-10,2.71207e-08
8.0642e-10,2.70954e-08
8.0652e-10,2.70701e-08
8.0662e-10,2.70448e-08
8.0672e-10,2.70196e-08
8.0682e-10,2.69944e-08
8.0692e-10,2.69692e-08
8.0702e-10,2.69441e-08
8.0712e-10,2.6919e-08
8.0722e-10,2.68939e-08
8.0732e-10,2.68689e-08
8.0742e-10,2.68438e-08
8.0752e-10,2.68188e-08
8.0762e-10,2.67939e-08
8.0772e-10,2.6769e-08
8.0782e-10,2.67441e-08
8.0792e-10,2.67192e-08
8.0802e-10,2.66943e-08
8.0812e-10,2.66695e-08
8.0822e-10,2.66447e-08
8.0832e-10,2.662e-08
8.0842e-10,2.65953e-08
8.0852e-10,2.65706e-08
8.0862e-10,2.65459e-08
8.0872e-10,2.65212e-08
8.0882e-10,2.64966e-08
8.0892e-10,2.6472e-08
8.0902e-10,2.64475e-08
8.0912e-10,2.6423e-08
8.0922e-10,2.63985e-08
8.0932e-10,2.6374e-08
8.0942e-10,2.63496e-08
8.0952e-10,2.63251e-08
8.0962e-10,2.63008e-08
8.0972e-10,2.62764e-08
8.0982e-10,2.62521e-08
8.0992e-10,2.62278e-08
8.1002e-10,2.62035e-08
8.1012e-10,2.61793e-08
8.1022e-10,2.61551e-08
8.1032e-10,2.61309e-08
8.1042e-10,2.61067e-08
8.1052e-10,2.60826e-08
8.1062e-10,2.60585e-08
8.1072e-10,2.60344e-08
8.1082e-10,2.60104e-08
8.1092e-10,2.59864e-08
8.1102e-10,2.59624e-08
8.1112e-10,2.59384e-08
8.1122e-10,2.59145e-08
8.1132e-10,2.58906e-08
8.1142e-10,2.58667e-08
8.1152e-10,2.58429e-08
8.1162e-10,2.5819e-08
8.1172e-10,2.57953e-08
8.1182e-10,2.57715e-08
8.1192e-10,2.57478e-08
8.1202e-10,2.57241e-08
8.1212e-10,2.57004e-08
8.1222e-10,2.56767e-08
8.1232e-10,2.56531e-08
8.1242e-10,2.56295e-08
8.1252e-10,2.56059e-08
8.1262e-10,2.55824e-08
8.1272e-10,2.55589e-08
8.1282e-10,2.55354e-08
8.1292e-10,2.55119e-08
8.1302e-10,2.54885e-08
8.1312e-10,2.54651e-08
8.1322e-10,2.54417e-08
8.1332e-10,2.54184e-08
8.1342e-10,2.53951e-08
8.1352e-10,2.53718e-08
8.1362e-10,2.53485e-08
8.1372e-10,2.53252e-08
8.1382e-10,2.5302e-08
8.1392e-10,2.52789e-08
8.1402e-10,2.52557e-08
8.1412e-10,2.52326e-08
8.1422e-10,2.52095e-08
8.1432e-10,2.51864e-08
8.1442e-10,2.51633e-08
8.1452e-10,2.51403e-08
8.1462e-10,2.51173e-08
8.1472e-10,2.50943e-08
8.1482e-10,2.50714e-08
8.1492e-10,2.50485e-08
8.1502e-10,2.50256e-08
8.1512e-10,2.50027e-08
8.1522e-10,2.49799e-08
8.1532e-10,2.49571e-08
8.1542e-10,2.49343e-08
8.1552e-10,2.49116e-08
8.1562e-10,2.48888e-08
8.1572e-10,2.48661e-08
8.1582e-10,2.48435e-08
8.1592e-10,2.48208e-08
8.1602e-10,2.47982e-08
8.1612e-10,2.47756e-08
8.1622e-10,2.4753e-08
8.1632e-10,2.47305e-08
8.1642e-10,2.4708e-08
8.1652e-10,2.46855e-08
8.1662e-10,2.4663e-08
8.1672e-10,2.46406e-08
8.1682e-10,2.46182e-08
8.1692e-10,2.45958e-08
8.1702e-10,2.45734e-08
8.1712e-10,2.45511e-08
8.1722e-10,2.45288e-08
8.1732e-10,2.45065e-08
8.1742e-10,2.44843e-08
8.1752e-10,2.4462e-08
8.1762e-10,2.44398e-08
8.1772e-10,2.44177e-08
8.1782e-10,2.43955e-08
8.1792e-10,2.43734e-08
8.1802e-10,2.43513e-08
8.1812e-10,2.43292e-08
8.1822e-10,2.43072e-08
8.1832e-10,2.42852e-08
8.1842e-10,2.42632e-08
8.1852e-10,2.42412e-08
8.1862e-10,2.42192e-08
8.1872e-10,2.41973e-08
8.1882e-10,2.41754e-08
8.1892e-10,2.41536e-08
8.1902e-10,2.41317e-08
8.1912e-10,2.41099e-08
8.1922e-10,2.40881e-08
8.1932e-10,2.40664e-08
8.1942e-10,2.40446e-08
8.1952e-10,2.40229e-08
8.1962e-10,2.40012e-08
8.1972e-10,2.39796e-08
8.1982e-10,2.39579e-08
8.1992e-10,2.39363e-08
8.2002e-10,2.39147e-08
8.2012e-10,2.38932e-08
8.2022e-10,2.38717e-08
8.2032e-10,2.38501e-08
8.2042e-10,2.38287e-08
8.2052e-10,2.38072e-08
8.2062e-10,2.37858e-08
8.2072e-10,2.37644e-08
8.2082e-10,2.3743e-08
8.2092e-10,2.37216e-08
8.2102e-10,2.37003e-08
8.2112e-10,2.3679e-08
8.2122e-10,2.36577e-08
8.2132e-10,2.36364e-08
8.2142e-10,2.36152e-08
8.2152e-10,2.3594e-08
8.2162e-10,2.35728e-08
8.2172e-10,2.35517e-08
8.2182e-10,2.35305e-08
8.2192e-10,2.35094e-08
8.2202e-10,2.34883e-08
8.2212e-10,2.34673e-08
8.2222e-10,2.34462e-08
8.2232e-10,2.34252e-08
8.2242e-10,2.34043e-08
8.2252e-10,2.33833e-08
8.2262e-10,2.33624e-08
8.2272e-10,2.33414e-08
8.2282e-10,2.33206e-08
8.2292e-10,2.32997e-08
8.2302e-10,2.32789e-08
8.2312e-10,2.32581e-08
8.2322e-10,2.32373e-08
8.2332e-10,2.32165e-08
8.2342e-10,2.31958e-08
8.2352e-10,2.3175e-08
8.2362e-10,2.31544e-08
8.2372e-10,2.31337e-08
8.2382e-10,2.3113e-08
8.2392e-10,2.30924e-08
8.2402e-10,2.30718e-08
8.2412e-10,2.30513e-08
8.2422e-10,2.30307e-08
8.2432e-10,2.30102e-08
8.2442e-10,2.29897e-08
8.2452e-10,2.29692e-08
8.2462e-10,2.29488e-08
8.2472e-10,2.29283e-08
8.2482e-10,2.29079e-08
8.2492e-10,2.28876e-08
8.2502e-10,2.28672e-08
8.2512e-10,2.28469e-08
8.2522e-10,2.28266e-08
8.2532e-10,2.28063e-08
8.2542e-10,2.2786e-08
8.2552e-10,2.27658e-08
8.2562e-10,2.27456e-08
8.2572e-10,2.27254e-08
8.2582e-10,2.27052e-08
8.2592e-10,2.26851e-08
8.2602e-10,2.2665e-08
8.2612e-10,2.26449e-08
8.2622e-10,2.26248e-08
8.2632e-10,2.26048e-08
8.2642e-10,2.25848e-08
8.2652e-10,2.25648e-08
8.2662e-10,2.25448e-08
8.2672e-10,2.25248e-08
8.2682e-10,2.25049e-08
8.2692e-10,2.2485e-08
8.2702e-10,2.24651e-08
8.2712e-10,2.24453e-08
8.2722e-10,2.24254e-08
8.2732e-10,2.24056e-08
8.2742e-10,2.23858e-08
8.2752e-10,2.23661e-08
8.2762e-10,2.23463e-08
8.2772e-10,2.23266e-08
8.2782e-10,2.23069e-08
8.2792e-10,2.22873e-08
8.2802e-10,2.22676e-08
8.2812e-10,2.2248e-08
8.2822e-10,2.22284e-08
8.2832e-10,2.22088e-08
8.2842e-10,2.21892e-08
8.2852e-10,2.21697e-08
8.2862e-10,2.21502e-08
8.2872e-10,2.21307e-08
8.2882e-10,2.21113e-08
8.2892e-10,2.20918e-08
8.2902e-10,2.20724e-08
8.2912e-10,2.2053e-08
8.2922e-10,2.20336e-08
8.2932e-10,2.20143e-08
8.2942e-10,2.1995e-08
8.2952e-10,2.19756e-08
8.2962e-10,2.19564e-08
8.2972e-10,2.19371e-08
8.2982e-10,2.19179e-08
8.2992e-10,2.18987e-08
8.3002e-10,2.18795e-08
8.3012e-10,2.18603e-08
8.3022e-10,2.18411e-08
8.3032e-10,2.1822e-08
8.3042e-10,2.18029e-08
8.3052e-10,2.17838e-08
8.3062e-10,2.17648e-08
8.3072e-10,2.17458e-08
8.3082e-10,2.17267e-08
8.3092e-10,2.17078e-08
8.3102e-10,2.16888e-08
8.3112e-10,2.16698e-08
8.3122e-10,2.16509e-08
8.3132e-10,2.1632e-08
8.3142e-10,2.16131e-08
8.3152e-10,2.15943e-08
8.3162e-10,2.15755e-08
8.3172e-10,2.15566e-08
8.3182e-10,2.15379e-08
8.3192e-10,2.15191e-08
8.3202e-10,2.15003e-08
8.3212e-10,2.14816e-08
8.3222e-10,2.14629e-08
8.3232e-10,2.14442e-08
8.3242e-10,2.14256e-08
8.3252e-10,2.14069e-08
8.3262e-10,2.13883e-08
8.3272e-10,2.13697e-08
8.3282e-10,2.13512e-08
8.3292e-10,2.13326e-08
8.3302e-10,2.13141e-08
8.3312e-10,2.12956e-08
8.3322e-10,2.12771e-08
8.3332e-10,2.12587e-08
8.3342e-10,2.12402e-08
8.3352e-10,2.12218e-08
8.3362e-10,2.12034e-08
8.3372e-10,2.1185e-08
8.3382e-10,2.11667e-08
8.3392e-10,2.11484e-08
8.3402e-10,2.113e-08
8.3412e-10,2.11118e-08
8.3422e-10,2.10935e-08
8.3432e-10,2.10752e-08
8.3442e-10,2.1057e-08
8.3452e-10,2.10388e-08
8.3462e-10,2.10206e-08
8.3472e-10,2.10025e-08
8.3482e-10,2.09843e-08
8.3492e-10,2.09662e-08
8.3502e-10,2.09481e-08
8.3512e-10,2.09301e-08
8.3522e-10,2.0912e-08
8.3532e-10,2.0894e-08
8.3542e-10,2.0876e-08
8.3552e-10,2.0858e-08
8.3562e-10,2.084e-08
8.3572e-10,2.08221e-08
8.3582e-10,2.08041e-08
8.3592e-10,2.07862e-08
8.3602e-10,2.07684e-08
8.3612e-10,2.07505e-08
8.3622e-10,2.07327e-08
8.3632e-10,2.07148e-08
8.3642e-10,2.0697e-08
8.3652e-10,2.06793e-08
8.3662e-10,2.06615e-08
8.3672e-10,2.06438e-08
8.3682e-10,2.06261e-08
8.3692e-10,2.06084e-08
8.3702e-10,2.05907e-08
8.3712e-10,2.0573e-08
8.3722e-10,2.05554e-08
8.3732e-10,2.05378e-08
8.3742e-10,2.05202e-08
8.3752e-10,2.05026e-08
8.3762e-10,2.04851e-08
8.3772e-10,2.04676e-08
8.3782e-10,2.04501e-08
8.3792e-10,2.04326e-08
8.3802e-10,2.04151e-08
8.3812e-10,2.03977e-08
8.3822e-10,2.03802e-08
8.3832e-10,2.03628e-08
8.3842e-10,2.03454e-08
8.3852e-10,2.03281e-08
8.3862e-10,2.03107e-08
8.3872e-10,2.02934e-08
8.3882e-10,2.02761e-08
8.3892e-10,2.02588e-08
8.3902e-10,2.02416e-08
8.3912e-10,2.02243e-08
8.3922e-10,2.02071e-08
8.3932e-10,2.01899e-08
8.3942e-10,2.01727e-08
8.3952e-10,2.01556e-08
8.3962e-10,2.01384e-08
8.3972e-10,2.01213e-08
8.3982e-10,2.01042e-08
8.3992e-10,2.00871e-08
8.4002e-10,2.00701e-08
8.4012e-10,2.0053e-08
8.4022e-10,2.0036e-08
8.4032e-10,2.0019e-08
8.4042e-10,2.0002e-08
8.4052e-10,1.99851e-08
8.4062e-10,1.99681e-08
8.4072e-10,1.99512e-08
8.4082e-10,1.99343e-08
8.4092e-10,1.99174e-08
8.4102e-10,1.99006e-08
8.4112e-10,1.98837e-08
8.4122e-10,1.98669e-08
8.4132e-10,1.98501e-08
8.4142e-10,1.98333e-08
8.4152e-10,1.98166e-08
8.4162e-10,1.97998e-08
8.4172e-10,1.97831e-08
8.4182e-10,1.97664e-08
8.4192e-10,1.97497e-08
8.4202e-10,1.97331e-08
8.4212e-10,1.97164e-08
8.4222e-10,1.96998e-08
8.4232e-10,1.96832e-08
8.4242e-10,1.96666e-08
8.4252e-10,1.96501e-08
8.4262e-10,1.96335e-08
8.4272e-10,1.9617e-08
8.4282e-10,1.96005e-08
8.4292e-10,1.9584e-08
8.4302e-10,1.95675e-08
8.4312e-10,1.95511e-08
8.4322e-10,1.95347e-08
8.4332e-10,1.95183e-08
8.4342e-10,1.95019e-08
8.4352e-10,1.94855e-08
8.4362e-10,1.94692e-08
8.4372e-10,1.94528e-08
8.4382e-10,1.94365e-08
8.4392e-10,1.94202e-08
8.4402e-10,1.9404e-08
8.4412e-10,1.93877e-08
8.4422e-10,1.93715e-08
8.4432e-10,1.93553e-08
8.4442e-10,1.93391e-08
8.4452e-10,1.93229e-08
8.4462e-10,1.93067e-08
8.4472e-10,1.92906e-08
8.4482e-10,1.92745e-08
8.4492e-10,1.92584e-08
8.4502e-10,1.92423e-08
8.4512e-10,1.92262e-08
8.4522e-10,1.92102e-08
8.4532e-10,1.91941e-08
8.4542e-10,1.91781e-08
8.4552e-10,1.91622e-08
8.4562e-10,1.91462e-08
8.4572e-10,1.91302e-08
8.4582e-10,1.91143e-08
8.4592e-10,1.90984e-08
8.4602e-10,1.90825e-08
8.4612e-10,1.90666e-08
8.4622e-10,1.90508e-08
8.4632e-10,1.90349e-08
8.4642e-10,1.90191e-08
8.4652e-10,1.90033e-08
8.4662e-10,1.89875e-08
8.4672e-10,1.89718e-08
8.4682e-10,1.8956e-08
8.4692e-10,1.89403e-08
8.4702e-10,1.89246e-08
8.4712e-10,1.89089e-08
8.4722e-10,1.88932e-08
8.4732e-10,1.88776e-08
8.4742e-10,1.8862e-08
8.4752e-10,1.88463e-08
8.4762e-10,1.88307e-08
8.4772e-10,1.88152e-08
8.4782e-10,1.87996e-08
8.4792e-10,1.87841e-08
8.4802e-10,1.87686e-08
8.4812e-10,1.8753e-08
8.4822e-10,1.87376e-08
8.4832e-10,1.87221e-08
8.4842e-10,1.87066e-08
8.4852e-10,1.86912e-08
8.4862e-10,1.86758e-08
8.4872e-10,1.86604e-08
8.4882e-10,1.8645e-08
8.4892e-10,1.86297e-08
8.4902e-10,1.86143e-08
8.4912e-10,1.8599e-08
8.4922e-10,1.85837e-08
8.4932e-10,1.85684e-08
8.4942e-10,1.85532e-08
8.4952e-10,1.85379e-08
8.4962e-10,1.85227e-08
8.4972e-10,1.85075e-08
8.4982e-10,1.84923e-08
8.4992e-10,1.84771e-08
8.5002e-10,1.84619e-08
8.5012e-10,1.84468e-08
8.5022e-10,1.84317e-08
8.5032e-10,1.84166e-08
8.5042e-10,1.84015e-08
8.5052e-10,1.83864e-08
8.5062e-10,1.83713e-08
8.5072e-10,1.83563e-08
8.5082e-10,1.83413e-08
8.5092e-10,1.83263e-08
8.5102e-10,1.83113e-08
8.5112e-10,1.82963e-08
8.5122e-10,1.82814e-08
8.5132e-10,1.82665e-08
8.5142e-10,1.82516e-08
8.5152e-10,1.82367e-08
8.5162e-10,1.82218e-08
8.5172e-10,1.82069e-08
8.5182e-10,1.81921e-08
8.5192e-10,1.81773e-08
8.5202e-10,1.81625e-08
8.5212e-10,1.81477e-08
8.5222e-10,1.81329e-08
8.5232e-10,1.81182e-08
8.5242e-10,1.81034e-08
8.5252e-10,1.80887e-08
8.5262e-10,1.8074e-08
8.5272e-10,1.80593e-08
8.5282e-10,1.80447e-08
8.5292e-10,1.803e-08
8.5302e-10,1.80154e-08
8.5312e-10,1.80008e-08
8.5322e-10,1.79862e-08
8.5332e-10,1.79716e-08
8.5342e-10,1.7957e-08
8.5352e-10,1.79425e-08
8.5362e-10,1.79279e-08
8.5372e-10,1.79134e-08
8.5382e-10,1.78989e-08
8.5392e-10,1.78845e-08
8.5402e-10,1.787e-08
8.5412e-10,1.78556e-08
8.5422e-10,1.78411e-08
8.5432e-10,1.78267e-08
8.5442e-10,1.78123e-08
8.5452e-10,1.7798e-08
8.5462e-10,1.77836e-08
8.5472e-10,1.77693e-08
8.5482e-10,1.77549e-08
8.5492e-10,1.77406e-08
8.5502e-10,1.77263e-08
8.5512e-10,1.77121e-08
8.5522e-10,1.76978e-08
8.5532e-10,1.76836e-08
8.5542e-10,1.76694e-08
8.5552e-10,1.76552e-08
8.5562e-10,1.7641e-08
8.5572e-10,1.76268e-08
8.5582e-10,1.76126e-08
8.5592e-10,1.75985e-08
8.5602e-10,1.75844e-08
8.5612e-10,1.75703e-08
8.5622e-10,1.75562e-08
8.5632e-10,1.75421e-08
8.5642e-10,1.75281e-08
8.5652e-10,1.7514e-08
8.5662e-10,1.75e-08
8.5672e-10,1.7486e-08
8.5682e-10,1.7472e-08
8.5692e-10,1.7458e-08
8.5702e-10,1.74441e-08
8.5712e-10,1.74301e-08
8.5722e-10,1.74162e-08
8.5732e-10,1.74023e-08
8.5742e-10,1.73884e-08
8.5752e-10,1.73745e-08
8.5762e-10,1.73607e-08
8.5772e-10,1.73469e-08
8.5782e-10,1.7333e-08
8.5792e-10,1.73192e-08
8.5802e-10,1.73054e-08
8.5812e-10,1.72917e-08
8.5822e-10,1.72779e-08
8.5832e-10,1.72642e-08
8.5842e-10,1.72504e-08
8.5852e-10,1.72367e-08
8.5862e-10,1.7223e-08
8.5872e-10,1.72093e-08
8.5882e-10,1.71957e-08
8.5892e-10,1.7182e-08
8.5902e-10,1.71684e-08
8.5912e-10,1.71548e-08
8.5922e-10,1.71412e-08
8.5932e-10,1.71276e-08
8.5942e-10,1.71141e-08
8.5952e-10,1.71005e-08
8.5962e-10,1.7087e-08
8.5972e-10,1.70735e-08
8.5982e-10,1.706e-08
8.5992e-10,1.70465e-08
8.6002e-10,1.7033e-08
8.6012e-10,1.70196e-08
8.6022e-10,1.70061e-08
8.6032e-10,1.69927e-08
8.6042e-10,1.69793e-08
8.6052e-10,1.69659e-08
8.6062e-10,1.69525e-08
8.6072e-10,1.69392e-08
8.6082e-10,1.69258e-08
8.6092e-10,1.69125e-08
8.6102e-10,1.68992e-08
8.6112e-10,1.68859e-08
8.6122e-10,1.68726e-08
8.6132e-10,1.68594e-08
8.6142e-10,1.68461e-08
8.6152e-10,1.68329e-08
8.6162e-10,1.68197e-08
8.6172e-10,1.68065e-08
8.6182e-10,1.67933e-08
8.6192e-10,1.67801e-08
8.6202e-10,1.6767e-08
8.6212e-10,1.67538e-08
8.6222e-10,1.67407e-08
8.6232e-10,1.67276e-08
8.6242e-10,1.67145e-08
8.6252e-10,1.67014e-08
8.6262e-10,1.66884e-08
8.6272e-10,1.66753e-08
8.6282e-10,1.66623e-08
8.6292e-10,1.66493e-08
8.6302e-10,1.66363e-08
8.6312e-10,1.66233e-08
8.6322e-10,1.66103e-08
8.6332e-10,1.65974e-08
8.6342e-10,1.65844e-08
8.6352e-10,1.65715e-08
8.6362e-10,1.65586e-08
8.6372e-10,1.65457e-08
8.6382e-10,1.65328e-08
8.6392e-10,1.652e-08
8.6402e-10,1.65071e-08
8.6412e-10,1.64943e-08
8.6422e-10,1.64815e-08
8.6432e-10,1.64687e-08
8.6442e-10,1.64559e-08
8.6452e-10,1.64431e-08
8.6462e-10,1.64304e-08
8.6472e-10,1.64177e-08
8.6482e-10,1.64049e-08
8.6492e-10,1.63922e-08
8.6502e-10,1.63795e-08
8.6512e-10,1.63668e-08
8.6522e-10,1.63542e-08
8.6532e-10,1.63415e-08
8.6542e-10,1.63289e-08
8.6552e-10,1.63163e-08
8.6562e-10,1.63037e-08
8.6572e-10,1.62911e-08
8.6582e-10,1.62785e-08
8.6592e-10,1.6266e-08
8.6602e-10,1.62534e-08
8.6612e-10,1.62409e-08
8.6622e-10,1.62284e-08
8.6632e-10,1.62159e-08
8.6642e-10,1.62034e-08
8.6652e-10,1.61909e-08
8.6662e-10,1.61785e-08
8.6672e-10,1.6166e-08
8.6682e-10,1.61536e-08
8.6692e-10,1.61412e-08
8.6702e-10,1.61288e-08
8.6712e-10,1.61164e-08
8.6722e-10,1.6104e-08
8.6732e-10,1.60917e-08
8.6742e-10,1.60793e-08
8.6752e-10,1.6067e-08
8.6762e-10,1.60547e-08
8.6772e-10,1.60424e-08
8.6782e-10,1.60301e-08
8.6792e-10,1.60179e-08
8.6802e-10,1.60056e-08
8.6812e-10,1.59934e-08
8.6822e-10,1.59812e-08
8.6832e-10,1.5969e-08
8.6842e-10,1.59568e-08
8.6852e-10,1.59446e-08
8.6862e-10,1.59324e-08
8.6872e-10,1.59203e-08
8.6882e-10,1.59081e-08
8.6892e-10,1.5896e-08
